artificial_physical_objectLabel,material_usedLabel,subclass_ofLabel,useLabel,has_partLabel
Saab 340B Plus SAR-200,,Saab 340B Plus,search and rescue,
T-28D Nomad,,T-28 Trojan,search and rescue,
T-28D Nomad,,T-28 Trojan,search and rescue,
Sea King Mk.48,,WS-61 Sea King,search and rescue,
Sea King Mk.48,,WS-61 Sea King,search and rescue,
S-61A,,Sea King,search and rescue helicopter,
S-61A-4 Nuri,,Sea King,search and rescue helicopter,
S-61A,,Sea King,search and rescue helicopter,
S-61A-4 Nuri,,Sea King,search and rescue helicopter,
ballot box,,box,secret ballot,
chain,,machine element,security,
chain,,mechanism,security,
decanter,,container,sedimentation,
selfie stick,,photo equipment,selfie,
selfie stick,,photo equipment,selfie,
vending machine,,machine,self-service,
egg separator,,kitchenware,separating eggs,
egg separator,,kitchenware,separating eggs,
pulpit,,liturgical furniture,sermon,
sewing needle,,tool,sewing,
sewing kit,,tool,sewing,
Sharpening stone,,tool,sharpening,
skewer,,jig,shashlik,
skewer,,kitchen utensil,shashlik,
mangal,,kitchen utensil,shashlik,
double-edge razor blade,,blade,shaving,
sheep shears,,scissors,sheep shearing,
hair clipper,,tool,sheep shearing,
overhand knot,,climbing knot,shoelaces,
overhand knot,,stopper knot,shoelaces,
shoemaking tool,,tool,shoemaking,
draft weapon,,projectile weapon,shooting,
shopping cart,,vehicle without engine,shopping,
shopping cart,,vehicle without engine,shopping,
siege artillery,,artillery,siege,
siege artillery,,artillery,siege,
siege mortar,,mortar,siege,
siege artillery,,siege engine,siege,
siege artillery,,siege engine,siege,
Beechcraft RC-12D,,C-12D Huron,signals intelligence,
Beechcraft RC-12D,,C-12D Huron,signals intelligence,
Beechcraft RC-12D,,C-12D Huron,signals intelligence,
C-130B-II Hercules,,C-130B Hercules,signals intelligence,
C-130B-II Hercules,,C-130B Hercules,signals intelligence,
C-130B-II Hercules,,C-130B Hercules,signals intelligence,
C-130B-II Hercules,,land-based aircraft,signals intelligence,
C-130B-II Hercules,,land-based aircraft,signals intelligence,
C-130B-II Hercules,,land-based aircraft,signals intelligence,
MiG-25RBK,,MiG-25,signals intelligence,
MiG-25RBK,,MiG-25,signals intelligence,
MiG-25RBK,,MiG-25,signals intelligence,
AP-2E Neptune,,P-2 Neptune,signals intelligence,
AP-2E Neptune,,P-2 Neptune,signals intelligence,
AP-2E Neptune,,P-2 Neptune,signals intelligence,
EMB 145RS,,R-99,signals intelligence,
EMB 145RS,,R-99,signals intelligence,
C-130B-II Hercules,,reconnaissance aircraft,signals intelligence,
C-130B-II Hercules,,reconnaissance aircraft,signals intelligence,
C-130B-II Hercules,,reconnaissance aircraft,signals intelligence,
Su-24MP,,Su-24,signals intelligence,
Su-24MP,,Su-24,signals intelligence,
Su-24MP,,Su-24,signals intelligence,
Northrop Grumman MQ-8C Fire-X,,helicopter,situation awareness,
Northrop Grumman MQ-8 Fire Scout,,helicopter,situation awareness,
Northrop Grumman MQ-8 Fire Scout,,helicopter,situation awareness,
Northrop Grumman MQ-8C Fire-X,,helicopter,situation awareness,
Northrop Grumman MQ-8C Fire-X,,unmanned aerial vehicle,situation awareness,
Northrop Grumman MQ-8 Fire Scout,,unmanned aerial vehicle,situation awareness,
Northrop Grumman MQ-8 Fire Scout,,unmanned aerial vehicle,situation awareness,
Northrop Grumman MQ-8C Fire-X,,unmanned aerial vehicle,situation awareness,
slave ship,,cargo ship,slave trade,
slave ship,,cargo ship,slave trade,
bed,,furniture,sleep,
bed,,sleeping place,sleep,
snow gun,,piste maintenance machine,snowmaking,
soldering iron,,product,soldering,
soldering station,,soldering iron,soldering,
soldering iron,,tool,soldering,
Soldering gun,,tool,soldering,
dictation machine,,machine,sound recording,
soup spoon,,spoon,soup,
soup spoon,,spoon,soup,
space probe,,robotic spacecraft,space exploration,
space probe,,robotic spacecraft,space exploration,
Nautilus-X,,spacecraft,space exploration,
Nautilus-X,,spacecraft,space exploration,
Multi-Purpose Logistics Module,,intermodal container,Space Shuttle program,
launch vehicle,,rocket,spaceflight,
launch vehicle,,rocket,spaceflight,
launch vehicle,,vehicle,spaceflight,
launch vehicle,,vehicle,spaceflight,
MC-130,,C-130 Hercules,special operations,
MC-130,,C-130 Hercules,special operations,
MC-130,,C-130 Hercules,special operations,
MC-130E Combat Talon I,,C-130E Hercules,special operations,
MC-130E Combat Talon I,,C-130E Hercules,special operations,
MC-130E Combat Talon I,,C-130E Hercules,special operations,
Lockheed MC-130W Combat Spear,,C-130H Hercules,special operations,
Lockheed MC-130W Combat Spear,,C-130H Hercules,special operations,
Lockheed MC-130W Combat Spear,,C-130H Hercules,special operations,
Lockheed Martin MC-130J Commando II,,C-130J Super Hercules,special operations,
Lockheed Martin MC-130J Commando II,,C-130J Super Hercules,special operations,
Lockheed Martin MC-130J Commando II,,C-130J Super Hercules,special operations,
MH-47E,,CH-47 Chinook,special operations,
MH-47E,,CH-47 Chinook,special operations,
MH-47E,,CH-47 Chinook,special operations,
Lockheed MC-130W Combat Spear,,land-based aircraft,special operations,
Lockheed Martin MC-130J Commando II,,land-based aircraft,special operations,
Lockheed MC-130W Combat Spear,,land-based aircraft,special operations,
Lockheed Martin MC-130J Commando II,,land-based aircraft,special operations,
Lockheed MC-130W Combat Spear,,land-based aircraft,special operations,
Lockheed Martin MC-130J Commando II,,land-based aircraft,special operations,
MC-130E Combat Talon I,,MC-130,special operations,
Lockheed MC-130W Combat Spear,,MC-130,special operations,
Lockheed Martin MC-130J Commando II,,MC-130,special operations,
MC-130E Combat Talon I,,MC-130,special operations,
Lockheed MC-130W Combat Spear,,MC-130,special operations,
Lockheed Martin MC-130J Commando II,,MC-130,special operations,
Lockheed MC-130W Combat Spear,,MC-130,special operations,
Lockheed Martin MC-130J Commando II,,MC-130,special operations,
MC-130E Combat Talon I,,MC-130,special operations,
Multi function probe,,manometer,Speed sensor,
Multi function probe,,sensor,Speed sensor,
Multi function probe,,thermometer,Speed sensor,
spinning mule,,textile arts tool,spinning,
Cabriolet,,carriage,sport,
Phaeton,,carriage,sport,
Cabriolet,,carriage,sport,
Phaeton,,carriage,sport,
Phaeton,,coach,sport,
Phaeton,,coach,sport,
sports equipment,,durable good,sport,
sports equipment,,durable good,sport,
sports equipment,,equipment,sport,
sports equipment,,equipment,sport,
sporting weapon,,sports equipment,sport,
bicycle,,sports equipment,sport,
bicycle,,sports equipment,sport,
bicycle,,sports equipment,sport,
sporting weapon,,sports equipment,sport,
bicycle,,two-wheeler,sport,
bicycle,,two-wheeler,sport,
bicycle,,two-wheeler,sport,
bicycle,,velocipede,sport,
bicycle,,velocipede,sport,
bicycle,,velocipede,sport,
sporting weapon,,weapon,sport,
sporting weapon,,weapon,sport,
Opelbob,,bob,sport competition,
2-man bob,,bob,sport competition,
4-man bob,,bob,sport competition,
monobob,,bob,sport competition,
Opelbob,,bob,sport competition,
2-man bob,,bob,sport competition,
4-man bob,,bob,sport competition,
monobob,,bob,sport competition,
2-man bob,,bob,sport competition,
4-man bob,,bob,sport competition,
monobob,,bob,sport competition,
Opelbob,,bob,sport competition,
Kickspark,,kicksled,sport competition,
Kickspark,,kicksled,sport competition,
Kickspark,,kicksled,sport competition,
sled,,luge sled,sport competition,
sled,,luge sled,sport competition,
sled,,luge sled,sport competition,
sled,,luge sled,sport competition,
sled,,luge sled,sport competition,
sled,,luge sled,sport competition,
snowmobile,,motor vehicle,sport competition,
snowmobile,,motor vehicle,sport competition,
snowmobile,,motor vehicle,sport competition,
snowmobile,,sled,sport competition,
luge sled,,sled,sport competition,
skeleton sled,,sled,sport competition,
bob,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
snowmobile,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
luge sled,,sled,sport competition,
skeleton sled,,sled,sport competition,
bob,,sled,sport competition,
luge sled,,sled,sport competition,
skeleton sled,,sled,sport competition,
bob,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
sled,,sled,sport competition,
snowmobile,,sled,sport competition,
snowmobile,,tracked vehicle,sport competition,
snowmobile,,tracked vehicle,sport competition,
snowmobile,,tracked vehicle,sport competition,
Z 42,,side-by-side piston trainer,sportplane,
Z 42,,side-by-side piston trainer,sportplane,
Garden hose,,hose,spraying,
M249 SAW,,FN Minimi,squad automatic weapon,
Stamping press,,machine,stamping,
electric motor,,electric machine,starter,
DC motor,,electric motor,starter,
electric motor,,engine,starter,
Chengdu J-20,,military aircraft,stealth aircraft,
Chengdu J-20,,military aircraft,stealth aircraft,
Chengdu J-20,,military aircraft,stealth aircraft,
Forced circulation boiler,,steam boiler,steam-electric power station,
pudding basin,,bowl,steaming,
pudding basin,,bowl,steaming,
pudding basin,,bowl,steaming,
combi steamer,,convection oven,steaming,
food steamer,,kitchen utensil,steaming,
autoclave,,laboratory equipment,sterilization,
autoclave,,laboratory equipment,sterilization,
autoclave,,laboratory equipment,sterilization,
autoclave,,medical device,sterilization,
autoclave,,medical device,sterilization,
autoclave,,medical device,sterilization,
autoclave,,pressure vessel,sterilization,
autoclave,,pressure vessel,sterilization,
autoclave,,pressure vessel,sterilization,
blocking,,horizontal structural element,stiffening,
storage tank,,architectural structure,storage,
water basin,,bowl,storage,
water basin,,bowl,storage,
water basin,,bowl,storage,
eyeglass case,,container,storage,
storage tank,,container,storage,
Cash drawer,,drawer,storage,
Cash drawer,,drawer,storage,
Cash drawer,,drawer,storage,
rack of shelves,,furniture,storage,
refrigerated container,,intermodal container,storage,
LNG storage tank,,storage tank,storage,
water basin,,water storage,storage,
water basin,,water storage,storage,
water basin,,water storage,storage,
Sonderwaffenlager,,arsenal,store,
Sonderwaffenlager,,arsenal,store,
Sonderwaffenlager,,bunker,store,
Sonderwaffenlager,,bunker,store,
He 177 Greif,,four-engine bomber,strategic bomber,
He 177 Greif,,four-engine bomber,strategic bomber,
He 177 Greif,,four-engine bomber,strategic bomber,
Avro Vulcan,,quadjet,strategic bomber,
Avro Vulcan,,quadjet,strategic bomber,
Avro Vulcan,,quadjet,strategic bomber,
Avro Vulcan,,strategic bomber,strategic bomber,
Avro Vulcan,,strategic bomber,strategic bomber,
Avro Vulcan,,strategic bomber,strategic bomber,
Rockwell B-1A Lancer,,B-1 Lancer,strategic bombing,
B-1B Lancer,,B-1 Lancer,strategic bombing,
Rockwell B-1A Lancer,,B-1 Lancer,strategic bombing,
B-1B Lancer,,B-1 Lancer,strategic bombing,
Rockwell B-1A Lancer,,B-1 Lancer,strategic bombing,
B-1B Lancer,,B-1 Lancer,strategic bombing,
Boeing XB-52,,B-52 Stratofortress,strategic bombing,
Boeing B-52A Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52B Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52C Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52D Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52E Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52F Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52G Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52H Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing XB-52,,B-52 Stratofortress,strategic bombing,
Boeing B-52A Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52B Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52C Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52D Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52E Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52F Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52G Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52H Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52D Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52C Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing XB-52,,B-52 Stratofortress,strategic bombing,
Boeing B-52B Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52E Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52F Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52G Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52H Stratofortress,,B-52 Stratofortress,strategic bombing,
Boeing B-52A Stratofortress,,B-52 Stratofortress,strategic bombing,
B-52 Stratofortress,,eight-jet aircraft,strategic bombing,
B-52 Stratofortress,,eight-jet aircraft,strategic bombing,
B-52 Stratofortress,,eight-jet aircraft,strategic bombing,
Handley Page Heyford Mk IA,,Handley Page H.P.50 Heyford,strategic bombing,
Handley Page Heyford Mk IA,,Handley Page H.P.50 Heyford,strategic bombing,
Handley Page Heyford Mk IA,,Handley Page H.P.50 Heyford,strategic bombing,
Vickers Type 57 Virginia Mk I,,heavy bomber,strategic bombing,
Vickers Type 96 Virginia Mk I,,heavy bomber,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,heavy bomber,strategic bombing,
Vickers Type 129 Virginia Mk VII,,heavy bomber,strategic bombing,
Vickers Type 76 Virginia Mk II,,heavy bomber,strategic bombing,
Vickers Type 79 Virginia Mk III,,heavy bomber,strategic bombing,
Vickers Type 99 Virginia Mk IV,,heavy bomber,strategic bombing,
Vickers Type 100 Virginia Mk V,,heavy bomber,strategic bombing,
Vickers Type 108 Virginia Mk VI,,heavy bomber,strategic bombing,
Vickers Type 112 Virginia Mk VII,,heavy bomber,strategic bombing,
Vickers Type 128 Virginia Mk IX,,heavy bomber,strategic bombing,
Caproni Ca.4,,heavy bomber,strategic bombing,
Vickers Type 139 Virginia Mk X,,heavy bomber,strategic bombing,
Martin Model 123,,heavy bomber,strategic bombing,
Martin YB-10A,,heavy bomber,strategic bombing,
Handley Page Heyford Mk IA,,heavy bomber,strategic bombing,
Beardmore Inflexible,,heavy bomber,strategic bombing,
Lioré et Olivier LeO 20,,heavy bomber,strategic bombing,
Vickers Type 96 Virginia Mk I,,heavy bomber,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,heavy bomber,strategic bombing,
Vickers Type 129 Virginia Mk VII,,heavy bomber,strategic bombing,
Vickers Type 76 Virginia Mk II,,heavy bomber,strategic bombing,
Vickers Type 79 Virginia Mk III,,heavy bomber,strategic bombing,
Vickers Type 99 Virginia Mk IV,,heavy bomber,strategic bombing,
Vickers Type 100 Virginia Mk V,,heavy bomber,strategic bombing,
Vickers Type 108 Virginia Mk VI,,heavy bomber,strategic bombing,
Vickers Type 112 Virginia Mk VII,,heavy bomber,strategic bombing,
Vickers Type 128 Virginia Mk IX,,heavy bomber,strategic bombing,
Vickers Type 139 Virginia Mk X,,heavy bomber,strategic bombing,
Martin Model 123,,heavy bomber,strategic bombing,
Martin YB-10A,,heavy bomber,strategic bombing,
Handley Page H.P.50 Heyford,,heavy bomber,strategic bombing,
Beardmore Inflexible,,heavy bomber,strategic bombing,
Lioré et Olivier LeO 20,,heavy bomber,strategic bombing,
Handley Page Heyford Mk IA,,heavy bomber,strategic bombing,
Caproni Ca.4,,heavy bomber,strategic bombing,
Handley Page H.P.50 Heyford,,heavy bomber,strategic bombing,
Rockwell B-1A Lancer,,heavy bomber,strategic bombing,
B-1B Lancer,,heavy bomber,strategic bombing,
Boeing XB-52,,heavy bomber,strategic bombing,
Boeing B-52B Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52E Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52F Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52G Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52H Stratofortress,,heavy bomber,strategic bombing,
Rockwell B-1A Lancer,,heavy bomber,strategic bombing,
B-1B Lancer,,heavy bomber,strategic bombing,
Boeing XB-52,,heavy bomber,strategic bombing,
Boeing B-52B Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52E Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52F Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52G Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52H Stratofortress,,heavy bomber,strategic bombing,
strategic bomber,,heavy bomber,strategic bombing,
strategic bomber,,heavy bomber,strategic bombing,
Vickers Type 57 Virginia Mk I,,heavy bomber,strategic bombing,
strategic bomber,,heavy bomber,strategic bombing,
Caproni Ca.4,,heavy bomber,strategic bombing,
Martin YB-10A,,heavy bomber,strategic bombing,
Vickers Type 57 Virginia Mk I,,heavy bomber,strategic bombing,
Vickers Type 96 Virginia Mk I,,heavy bomber,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,heavy bomber,strategic bombing,
Vickers Type 129 Virginia Mk VII,,heavy bomber,strategic bombing,
Vickers Type 76 Virginia Mk II,,heavy bomber,strategic bombing,
Vickers Type 79 Virginia Mk III,,heavy bomber,strategic bombing,
Vickers Type 99 Virginia Mk IV,,heavy bomber,strategic bombing,
Vickers Type 100 Virginia Mk V,,heavy bomber,strategic bombing,
Vickers Type 108 Virginia Mk VI,,heavy bomber,strategic bombing,
Vickers Type 112 Virginia Mk VII,,heavy bomber,strategic bombing,
Vickers Type 128 Virginia Mk IX,,heavy bomber,strategic bombing,
Vickers Type 139 Virginia Mk X,,heavy bomber,strategic bombing,
Handley Page Heyford Mk IA,,heavy bomber,strategic bombing,
Rockwell B-1A Lancer,,heavy bomber,strategic bombing,
B-1B Lancer,,heavy bomber,strategic bombing,
Boeing XB-52,,heavy bomber,strategic bombing,
Boeing B-52B Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52E Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52F Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52G Stratofortress,,heavy bomber,strategic bombing,
Boeing B-52H Stratofortress,,heavy bomber,strategic bombing,
Handley Page H.P.50 Heyford,,heavy bomber,strategic bombing,
Beardmore Inflexible,,heavy bomber,strategic bombing,
Lioré et Olivier LeO 20,,heavy bomber,strategic bombing,
Martin Model 123,,heavy bomber,strategic bombing,
Vickers Type 57 Virginia Mk I,,land-based aircraft,strategic bombing,
Vickers Type 96 Virginia Mk I,,land-based aircraft,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,land-based aircraft,strategic bombing,
Vickers Type 129 Virginia Mk VII,,land-based aircraft,strategic bombing,
Vickers Type 76 Virginia Mk II,,land-based aircraft,strategic bombing,
Vickers Type 79 Virginia Mk III,,land-based aircraft,strategic bombing,
Vickers Type 99 Virginia Mk IV,,land-based aircraft,strategic bombing,
Vickers Type 100 Virginia Mk V,,land-based aircraft,strategic bombing,
Vickers Type 108 Virginia Mk VI,,land-based aircraft,strategic bombing,
Vickers Type 112 Virginia Mk VII,,land-based aircraft,strategic bombing,
Caproni Ca.4,,land-based aircraft,strategic bombing,
Vickers Type 128 Virginia Mk IX,,land-based aircraft,strategic bombing,
Vickers Type 139 Virginia Mk X,,land-based aircraft,strategic bombing,
Martin Model 123,,land-based aircraft,strategic bombing,
Martin YB-10A,,land-based aircraft,strategic bombing,
Handley Page Heyford Mk IA,,land-based aircraft,strategic bombing,
Beardmore Inflexible,,land-based aircraft,strategic bombing,
Lioré et Olivier LeO 20,,land-based aircraft,strategic bombing,
B-52 Stratofortress,,land-based aircraft,strategic bombing,
Vickers Type 96 Virginia Mk I,,land-based aircraft,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,land-based aircraft,strategic bombing,
Vickers Type 129 Virginia Mk VII,,land-based aircraft,strategic bombing,
Vickers Type 76 Virginia Mk II,,land-based aircraft,strategic bombing,
Vickers Type 79 Virginia Mk III,,land-based aircraft,strategic bombing,
Vickers Type 99 Virginia Mk IV,,land-based aircraft,strategic bombing,
Vickers Type 100 Virginia Mk V,,land-based aircraft,strategic bombing,
Vickers Type 108 Virginia Mk VI,,land-based aircraft,strategic bombing,
Vickers Type 112 Virginia Mk VII,,land-based aircraft,strategic bombing,
Vickers Type 128 Virginia Mk IX,,land-based aircraft,strategic bombing,
Vickers Type 139 Virginia Mk X,,land-based aircraft,strategic bombing,
Martin Model 123,,land-based aircraft,strategic bombing,
Martin YB-10A,,land-based aircraft,strategic bombing,
B-52 Stratofortress,,land-based aircraft,strategic bombing,
Handley Page H.P.50 Heyford,,land-based aircraft,strategic bombing,
Beardmore Inflexible,,land-based aircraft,strategic bombing,
Lioré et Olivier LeO 20,,land-based aircraft,strategic bombing,
Handley Page Heyford Mk IA,,land-based aircraft,strategic bombing,
Caproni Ca.4,,land-based aircraft,strategic bombing,
Handley Page H.P.50 Heyford,,land-based aircraft,strategic bombing,
Rockwell B-1A Lancer,,land-based aircraft,strategic bombing,
B-1B Lancer,,land-based aircraft,strategic bombing,
Boeing XB-52,,land-based aircraft,strategic bombing,
Boeing B-52A Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52B Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52C Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52D Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52E Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52F Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52G Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52H Stratofortress,,land-based aircraft,strategic bombing,
Rockwell B-1A Lancer,,land-based aircraft,strategic bombing,
B-1B Lancer,,land-based aircraft,strategic bombing,
Boeing XB-52,,land-based aircraft,strategic bombing,
Boeing B-52A Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52B Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52C Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52D Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52E Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52F Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52G Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52H Stratofortress,,land-based aircraft,strategic bombing,
Vickers Type 57 Virginia Mk I,,land-based aircraft,strategic bombing,
Boeing B-52D Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52A Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52C Stratofortress,,land-based aircraft,strategic bombing,
Caproni Ca.4,,land-based aircraft,strategic bombing,
Martin YB-10A,,land-based aircraft,strategic bombing,
Vickers Type 57 Virginia Mk I,,land-based aircraft,strategic bombing,
Vickers Type 96 Virginia Mk I,,land-based aircraft,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,land-based aircraft,strategic bombing,
Vickers Type 129 Virginia Mk VII,,land-based aircraft,strategic bombing,
Vickers Type 76 Virginia Mk II,,land-based aircraft,strategic bombing,
Vickers Type 79 Virginia Mk III,,land-based aircraft,strategic bombing,
Vickers Type 99 Virginia Mk IV,,land-based aircraft,strategic bombing,
Vickers Type 100 Virginia Mk V,,land-based aircraft,strategic bombing,
Vickers Type 108 Virginia Mk VI,,land-based aircraft,strategic bombing,
Vickers Type 112 Virginia Mk VII,,land-based aircraft,strategic bombing,
Vickers Type 128 Virginia Mk IX,,land-based aircraft,strategic bombing,
Vickers Type 139 Virginia Mk X,,land-based aircraft,strategic bombing,
Handley Page Heyford Mk IA,,land-based aircraft,strategic bombing,
Rockwell B-1A Lancer,,land-based aircraft,strategic bombing,
B-1B Lancer,,land-based aircraft,strategic bombing,
Boeing XB-52,,land-based aircraft,strategic bombing,
Boeing B-52B Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52E Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52F Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52G Stratofortress,,land-based aircraft,strategic bombing,
Boeing B-52H Stratofortress,,land-based aircraft,strategic bombing,
B-52 Stratofortress,,land-based aircraft,strategic bombing,
Handley Page H.P.50 Heyford,,land-based aircraft,strategic bombing,
Beardmore Inflexible,,land-based aircraft,strategic bombing,
Lioré et Olivier LeO 20,,land-based aircraft,strategic bombing,
Martin Model 123,,land-based aircraft,strategic bombing,
Martin YB-10A,,Martin B-10,strategic bombing,
Martin YB-10A,,Martin B-10,strategic bombing,
Martin YB-10A,,Martin B-10,strategic bombing,
Vickers Type 129 Virginia Mk VII,,night bomber,strategic bombing,
Vickers Type 99 Virginia Mk IV,,night bomber,strategic bombing,
Vickers Type 100 Virginia Mk V,,night bomber,strategic bombing,
Vickers Type 108 Virginia Mk VI,,night bomber,strategic bombing,
Vickers Type 112 Virginia Mk VII,,night bomber,strategic bombing,
Vickers Type 128 Virginia Mk IX,,night bomber,strategic bombing,
Vickers Type 139 Virginia Mk X,,night bomber,strategic bombing,
Handley Page Heyford Mk IA,,night bomber,strategic bombing,
Lioré et Olivier LeO 20,,night bomber,strategic bombing,
Vickers Type 129 Virginia Mk VII,,night bomber,strategic bombing,
Vickers Type 99 Virginia Mk IV,,night bomber,strategic bombing,
Vickers Type 100 Virginia Mk V,,night bomber,strategic bombing,
Vickers Type 108 Virginia Mk VI,,night bomber,strategic bombing,
Vickers Type 112 Virginia Mk VII,,night bomber,strategic bombing,
Vickers Type 128 Virginia Mk IX,,night bomber,strategic bombing,
Vickers Type 139 Virginia Mk X,,night bomber,strategic bombing,
Lioré et Olivier LeO 20,,night bomber,strategic bombing,
Handley Page Heyford Mk IA,,night bomber,strategic bombing,
Vickers Type 129 Virginia Mk VII,,night bomber,strategic bombing,
Vickers Type 99 Virginia Mk IV,,night bomber,strategic bombing,
Vickers Type 100 Virginia Mk V,,night bomber,strategic bombing,
Vickers Type 108 Virginia Mk VI,,night bomber,strategic bombing,
Vickers Type 112 Virginia Mk VII,,night bomber,strategic bombing,
Vickers Type 128 Virginia Mk IX,,night bomber,strategic bombing,
Vickers Type 139 Virginia Mk X,,night bomber,strategic bombing,
Handley Page Heyford Mk IA,,night bomber,strategic bombing,
Lioré et Olivier LeO 20,,night bomber,strategic bombing,
B-52 Stratofortress,,strategic bomber,strategic bombing,
B-52 Stratofortress,,strategic bomber,strategic bombing,
Boeing B-52A Stratofortress,,strategic bomber,strategic bombing,
Boeing B-52C Stratofortress,,strategic bomber,strategic bombing,
Boeing B-52A Stratofortress,,strategic bomber,strategic bombing,
Boeing B-52C Stratofortress,,strategic bomber,strategic bombing,
Boeing B-52C Stratofortress,,strategic bomber,strategic bombing,
B-52 Stratofortress,,strategic bomber,strategic bombing,
Boeing B-52A Stratofortress,,strategic bomber,strategic bombing,
Vickers Type 57 Virginia Mk I,,Vickers Virginia,strategic bombing,
Vickers Type 96 Virginia Mk I,,Vickers Virginia,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,Vickers Virginia,strategic bombing,
Vickers Type 129 Virginia Mk VII,,Vickers Virginia,strategic bombing,
Vickers Type 76 Virginia Mk II,,Vickers Virginia,strategic bombing,
Vickers Type 79 Virginia Mk III,,Vickers Virginia,strategic bombing,
Vickers Type 99 Virginia Mk IV,,Vickers Virginia,strategic bombing,
Vickers Type 100 Virginia Mk V,,Vickers Virginia,strategic bombing,
Vickers Type 108 Virginia Mk VI,,Vickers Virginia,strategic bombing,
Vickers Type 112 Virginia Mk VII,,Vickers Virginia,strategic bombing,
Vickers Type 128 Virginia Mk IX,,Vickers Virginia,strategic bombing,
Vickers Type 139 Virginia Mk X,,Vickers Virginia,strategic bombing,
Vickers Type 96 Virginia Mk I,,Vickers Virginia,strategic bombing,
Vickers Type 115 Virginia Mk VIII,,Vickers Virginia,strategic bombing,
Vickers Type 129 Virginia Mk VII,,Vickers Virginia,strategic bombing,
Vickers Type 76 Virginia Mk II,,Vickers Virginia,strategic bombing,
Vickers Type 79 Virginia Mk III,,Vickers Virginia,strategic bombing,
Vickers Type 99 Virginia Mk IV,,Vickers Virginia,strategic bombing,
